date,start_time,stop_time,algae_id,species,sample_id,file_id_csv,light_dark,run_block,blank,chamber_channel,light_level,light_value
2026-02-03,14:42,14:57,SF03T,sf,SF03T_TPI,SF03T_TPI_RUN2_O2.csv,light,run2,0,4,8,690
2026-02-03,14:42,14:57,BLANKAT01_RUN2,blank,BLANKAT01_TPI_RUN2,BLANKAT01_TPI_RUN2_O2.csv,light,run2,1,5,8,690
2026-02-03,14:42,14:57,AV01T,av,AV01T_TPI,AV01T_TPI_RUN2_O2.csv,light,run2,0,6,8,690
2026-02-03,14:42,14:57,SF04T,sf,SF04T_TPI,SF04T_TPI_RUN2_O2.csv,light,run2,0,7,8,690
2026-02-03,14:42,14:57,CS01T,cs,CS01T_TPI,CS01T_TPI_RUN2_O2.csv,light,run2,0,8,8,690
2026-02-03,14:42,14:57,BLANKAT02_RUN2,blank,BLANKAT02_TPI_RUN2,BLANKAT02_TPI_RUN2_O2.csv,light,run2,1,9,8,690
2026-02-03,14:42,14:57,AV04T,av,AV04T_TPI,AV04T_TPI_RUN2_O2.csv,light,run2,0,10,8,690
2026-02-03,14:42,14:57,GS01T,gs,GS01T_TPI,GS01T_TPI_RUN2_O2.csv,light,run2,0,11,8,690
2026-02-03,14:42,14:57,AS02T,as,AS02T_TPI,AS02T_TPI_RUN2_O2.csv,light,run2,0,12,8,690
2026-02-03,15:55,16:10,BLANKAT01_RUN3,blank,BLANKAT01_TPI_RUN3,BLANKAT01_TPI_RUN3_O2.csv,light,run3,1,1,1,0
2026-02-03,15:55,16:10,CS03T,cs,CS03T_TPI,CS03T_TPI_RUN3_O2.csv,light,run3,0,2,1,0
2026-02-03,15:55,16:10,HD01T,hd,HD01T_TPI,HD01T_TPI_RUN3_O2.csv,light,run3,0,3,1,0
2026-02-03,15:55,16:10,SF05T,sf,SF05T_TPI,SF05T_TPI_RUN3_O2.csv,light,run3,0,4,1,0
2026-02-03,15:55,16:10,AS04T,as,AS04T_TPI,AS04T_TPI_RUN3_O2.csv,light,run3,0,5,1,0
2026-02-03,15:55,16:10,GS03T,gs,GS03T_TPI,GS03T_TPI_RUN3_O2.csv,light,run3,0,6,1,0
2026-02-03,15:55,16:10,HD02T,hd,HD02T_TPI,HD02T_TPI_RUN3_O2.csv,light,run3,0,7,1,0
2026-02-03,15:55,16:10,AV05T,av,AV05T_TPI,AV05T_TPI_RUN3_O2.csv,light,run3,0,8,1,0
2026-02-03,15:55,16:10,CS05T,cs,CS05T_TPI,CS05T_TPI_RUN3_O2.csv,light,run3,0,9,1,0
